Depth,Mg
1538.735,0.946
1538.745,0.691
1538.755,0.629
1538.765,0.788
1538.775,1.063
1538.785,1.347
1538.795,1.729
1538.805,2.211
1538.815,2.907
1538.825,3.304
1538.835,3.259
1538.845,2.942
1538.855,2.238
1538.865,1.822
1538.875,2.361
1538.885,3.226
1538.895,4.43
1538.905,6.178
1538.915,6.874
1538.925,6.439
1538.935,5.723
1538.945,6.032
1538.955,5.215
1538.965,4.361
1538.975,3.905
1538.985,3.525
1538.995,3.06
1539.005,2.732
1539.015,3.025
1539.025,4.048
1539.035,5.045
1539.045,5.519
1539.055,4.573
1539.065,3.584
1539.075,3.41
1539.085,3.702
1539.095,4.043
1539.105,3.863
1539.115,3.957
1539.125,4.598
1539.135,6.259
1539.145,6.666
1539.155,5.515
1539.165,4.164
1539.175,3.275
1539.185,2.676
1539.195,2.225
1539.205,1.776
1539.215,1.259
1539.225,1.237
1539.235,1.691
1539.245,2.308
1539.255,2.57
1539.265,2.422
1539.275,2.065
1539.285,1.786
1539.295,1.612
1539.305,1.591
1539.315,1.717
1539.325,1.966
1539.335,2.242
1539.345,2.498
1539.355,2.69
1539.365,2.753
1539.375,2.995
1539.385,3.277
1539.395,3.19
1539.405,2.943
1539.415,2.1
1539.425,1.291
1539.435,1.662
1539.445,2.939
1539.455,4.238
1539.465,5.145
1539.475,6.188
1539.485,7.15
1539.495,7.737
1539.505,7.23
1539.515,6.485
1539.525,5.611
1539.535,5.192
1539.545,4.722
1539.555,3.704
1539.565,2.58
1539.575,1.952
1539.585,2.078
1539.595,2.276
1539.605,2.53
1539.615,2.689
1539.625,2.684
1539.635,2.567
1539.645,2.245
1539.655,1.679
1539.665,1.165
1539.675,0.777
1539.685,0.713
1539.695,0.865
1539.705,1.135
1539.715,1.462
1539.725,1.829
1539.735,2.341
1539.745,2.793
1539.755,3.057
1539.765,2.925
1539.775,2.586
1539.785,2.143
1539.795,1.31
1539.805,0.942
1539.815,1.068
1539.825,1.354
1539.835,1.653
1539.845,1.855
1539.855,1.933
1539.865,2.066
1539.875,2.276
1539.885,2.314
1539.895,1.996
1539.905,1.516
1539.915,1.227
1539.925,1.175
1539.935,1.476
1539.945,2.202
1539.955,2.526
1539.965,2.314
1539.975,2.034
1539.985,1.679
1539.995,1.24
1540.005,0.839
1540.015,0.751
1540.025,1.171
1540.035,1.779
1540.045,2.289
1540.055,2.424
1540.065,2.327
1540.075,2.135
1540.085,1.912
1540.095,1.947
1540.105,2.108
1540.115,2.907
1540.125,3.84
1540.135,4.017
1540.145,3.939
1540.155,3.77
1540.165,3.699
1540.175,4.016
1540.185,5.032
1540.195,5.566
1540.205,5.168
1540.215,4.253
1540.225,3.116
1540.235,1.9
1540.245,1.495
1540.255,1.467
1540.265,1.727
1540.275,2.089
1540.285,2.464
1540.295,2.386
1540.305,2.009
1540.315,1.527
1540.325,1.283
1540.335,1.222
1540.345,1.378
1540.355,2.14
1540.365,3.424
1540.375,4.526
1540.385,5.28
1540.395,5.463
1540.405,5.077
1540.415,4.308
1540.425,2.916
1540.435,1.555
1540.445,1.082
1540.455,0.813
1540.465,0.81
1540.475,0.862
1540.485,1.076
1540.495,1.537
1540.505,2.451
1540.515,3.309
1540.525,3.613
1540.535,3.125
1540.545,2.438
1540.555,2.217
1540.565,1.934
1540.575,1.639
1540.585,1.567
1540.595,1.516
1540.605,1.484
1540.615,1.501
1540.625,1.668
1540.635,2.039
1540.645,2.734
1540.655,3.425
1540.665,3.666
1540.675,3.534
1540.685,3.561
1540.695,3.856
1540.705,3.926
1540.715,3.562
1540.725,2.81
1540.735,2.063
1540.745,1.802
1540.755,2.026
1540.765,2.182
1540.775,2.244
1540.785,1.957
1540.795,1.454
1540.805,1.054
1540.815,0.927
1540.825,0.957
1540.835,1.084
1540.845,1.728
1540.855,2.857
1540.865,3.998
1540.875,5.505
1540.885,6.217
1540.895,5.027
1540.905,3.504
1540.915,2.371
1540.925,1.755
1540.935,1.376
1540.945,1.502
1540.955,1.711
1540.965,1.935
1540.975,2.041
1540.985,2.038
1540.995,2.222
1541.005,2.4
1541.015,2.259
1541.025,1.922
1541.035,1.484
1541.045,1.234
1541.055,1.301
1541.065,1.855
1541.075,2.682
1541.085,3.385
1541.095,3.63
1541.105,3.43
1541.115,2.631
1541.125,1.609
1541.135,0.864
1541.145,0.932
1541.155,1.14
1541.165,1.302
1541.175,1.277
1541.185,1.042
1541.195,0.813
1541.205,0.687
1541.215,0.661
1541.225,0.727
1541.235,0.836
1541.245,0.968
1541.255,1.076
1541.265,1.069
1541.275,1.086
1541.285,1.148
1541.295,1.602
1541.305,2.216
1541.315,2.523
1541.325,2.484
1541.335,2.344
1541.345,1.975
1541.355,1.56
1541.365,1.421
1541.375,1.56
1541.385,1.993
1541.395,2.785
1541.405,3.743
1541.415,4.612
1541.425,4.277
1541.435,3.113
1541.445,2.417
1541.455,2.28
1541.465,2.684
1541.475,3.398
1541.485,4.223
1541.495,4.506
1541.505,4.159
1541.515,3.411
1541.525,2.818
1541.535,2.397
1541.545,2.35
1541.555,2.449
1541.565,2.563
1541.575,2.602
1541.585,2.685
1541.595,2.844
1541.605,3.152
1541.615,3.205
1541.625,2.9
1541.635,2.461
1541.645,2.069
1541.655,1.77
1541.665,1.526
1541.675,1.418
1541.685,1.501
1541.695,1.884
1541.705,2.592
1541.715,3.469
1541.725,4.301
1541.735,4.742
1541.745,4.893
1541.755,4.603
1541.765,3.774
1541.775,2.98
1541.785,2.221
1541.795,1.631
1541.805,1.397
1541.815,1.151
1541.825,1.06
1541.835,1.308
1541.845,2.235
1541.855,3.476
1541.865,4.213
1541.875,3.981
1541.885,3.54
1541.895,3.327
1541.905,3.047
1541.915,2.711
1541.925,2.057
1541.935,1.066
1541.945,0.55
1541.955,0.572
1541.965,0.721
1541.975,0.96
1541.985,1.283
1541.995,1.86
1542.005,2.736
1542.015,3.382
1542.025,3.277
1542.035,2.785
1542.045,2.332
1542.055,1.998
1542.065,1.566
1542.075,1.154
1542.085,1.027
1542.095,1.059
1542.105,1.411
1542.115,1.978
1542.125,2.613
1542.135,3.205
1542.145,3.506
1542.155,3.131
1542.165,2.364
1542.175,1.773
1542.185,1.528
1542.195,1.95
1542.205,2.48
1542.215,2.885
1542.225,3.403
1542.235,3.755
1542.245,3.487
1542.255,2.961
1542.265,2.716
1542.275,2.376
1542.285,1.914
1542.295,1.464
1542.305,1.22
1542.315,1.191
1542.325,1.291
1542.335,1.555
1542.345,1.875
1542.355,2.28
1542.365,2.662
1542.375,3.169
1542.385,3.915
1542.395,4.367
1542.405,4.932
1542.415,5.323
1542.425,6.452
1542.435,6.932
1542.445,6.489
1542.455,5.259
1542.465,3.368
1542.475,2.574
1542.485,3.325
1542.495,4.265
1542.505,3.919
1542.515,2.741
1542.525,1.756
1542.535,1.48
1542.545,1.521
1542.555,1.537
1542.565,1.497
1542.575,1.356
1542.585,1.201
1542.595,1.02
1542.605,1.011
1542.615,1.349
1542.625,1.899
1542.635,2.707
1542.645,3.461
1542.655,4.046
1542.665,4.699
1542.675,5.222
1542.685,5.34
1542.695,5.2
1542.705,4.782
1542.715,3.811
1542.725,2.33
1542.735,1.395
1542.745,1.019
1542.755,0.85
1542.815,1.387
1542.835,2.124
1542.845,1.675
1542.855,1.466
1542.865,1.567
1542.875,1.863
1542.885,2.191
1542.895,2.352
1542.905,2.438
1542.915,2.702
1542.925,2.949
1542.935,2.862
1542.945,2.229
1542.955,1.272
1542.965,1.067
1542.975,1.31
1542.985,1.461
1542.995,1.491
1543.005,1.518
1543.015,1.745
1543.025,2.395
1543.035,2.895
1543.045,3.081
1543.055,2.687
1543.065,2.219
1543.075,1.57
1543.085,1.19
1543.095,0.852
1543.105,0.831
1543.115,1.051
1543.125,1.361
1543.135,1.65
1543.145,1.86
1543.155,1.767
1543.165,1.455
1543.175,1.198
1543.185,1.01
1543.195,0.887
1543.205,0.805
1543.215,0.804
1543.225,0.844
1543.235,0.945
1543.245,1.13
1543.255,1.423
1543.265,1.954
1543.275,2.778
1543.285,3.925
1543.295,4.765
1543.305,4.91
1543.315,4.431
1543.325,3.779
1543.335,3.249
1543.345,2.746
1543.355,2.362
1543.365,1.946
1543.375,1.544
1543.395,1.462
1543.405,1.931
1543.415,2.737
1543.425,3.364
1543.435,4.118
1543.445,5.145
1543.455,5.406
1543.465,5.719
1543.475,5.678
1543.485,5.931
1543.495,5.368
1543.505,4.855
1543.515,3.17
1543.525,2.073
1543.535,2.159
1543.545,2.327
1543.555,2.381
1543.565,2.445
1543.575,2.777
1543.585,3.184
1543.595,3.2
1543.605,3.014
1543.615,2.954
1543.625,3.176
1543.635,3.399
1543.645,3.379
1543.655,3.43
1543.665,3.848
1543.675,3.929
1543.685,3.65
1543.695,3.298
1543.705,3.26
1543.715,3.201
1543.725,2.975
1543.735,2.691
1543.745,2.418
1543.755,2.292
1543.805,2.152
1543.815,2.552
1543.835,2.764
1543.845,2.815
1543.855,2.745
1543.865,2.59
1543.875,2.907
1543.885,3.279
1543.895,3.339
1543.905,3.261
1543.915,3.022
1543.925,3.18
1543.935,4.351
1543.945,5.263
1543.955,5.244
1543.965,5.197
1543.975,5.029
1543.985,4.678
1543.995,3.892
1544.005,2.68
1544.015,1.547
1544.025,1.058
1544.035,1.092
1544.045,1.268
1544.055,1.459
1544.065,1.764
1544.075,1.924
1544.085,1.792
1544.095,1.638
1544.105,1.715
1544.115,1.814
1544.125,1.819
1544.135,1.761
1544.145,1.876
1544.155,2.587
1544.165,3.535
1544.175,3.88
1544.185,3.84
1544.195,3.481
1544.205,3.045
1544.215,2.474
1544.225,1.91
1544.235,1.821
1544.245,2.19
1544.255,2.421
1544.265,2.401
1544.275,2.405
1544.285,2.953
1544.295,3.979
1544.305,4.374
1544.315,3.972
1544.325,3.497
1544.335,3.244
1544.345,2.967
1544.355,2.64
1544.365,1.916
1544.375,1.741
1544.385,2.076
1544.395,2.87
1544.405,3.534
1544.415,3.607
1544.425,3.138
1544.435,3.671
1544.445,3.801
1544.455,3.602
1544.465,3.475
1544.475,3.283
1544.485,2.801
1544.495,1.794
1544.505,1.161
1544.515,1.271
1544.525,1.823
1544.535,2.164
1544.545,2.009
1544.555,1.462
1544.565,0.943
1544.575,0.799
1544.585,0.771
1544.595,0.834
1544.605,1.143
1544.615,1.992
1544.625,2.997
1544.635,4.037
1544.645,5.167
1544.655,5.295
1544.665,4.782
1544.675,4.312
1544.685,4.131
1544.705,3.578
1544.715,2.5
1544.725,1.432
1544.735,1.152
1544.745,1.496
1544.755,2.003
1544.765,2.316
1544.775,2.421
1544.785,2.354
1544.795,2.378
1544.805,2.527
1544.815,2.981
1544.825,3.942
1544.835,5.406
1544.845,7.78
1544.855,9.492
1544.865,8.813
1544.875,6.576
1544.885,4.423
1544.895,3.073
1544.905,1.638
1544.915,0.873
1544.925,0.694
1544.935,0.904
1544.945,1.355
1544.955,1.732
1544.965,2.012
1544.975,2.491
1544.985,3.434
1544.995,3.275
1545.005,3.018
1545.015,1.524
1545.025,1.078
1545.035,1.041
1545.045,1.553
1545.055,2.301
1545.065,3.541
1545.075,5.095
1545.085,5.841
1545.095,5.244
1545.105,3.614
1545.115,1.956
1545.125,1.371
1545.135,1.15
1545.145,0.881
1545.155,0.636
1545.165,0.531
1545.175,0.646
1545.185,0.749
1545.195,0.791
1545.205,0.836
1545.215,1.011
1545.225,1.492
1545.235,2.228
1545.245,3.419
1545.255,4.255
1545.265,4.459
1545.275,4.506
1545.285,4.535
1545.295,4.733
1545.305,4.662
1545.315,4.278
1545.325,3.863
1545.335,3.111
1545.345,2.107
1545.355,1.627
1545.365,1.556
1545.375,1.687
1545.385,1.779
1545.395,1.937
1545.405,2.108
1545.415,2.137
1545.425,2.026
1545.435,1.763
1545.445,1.556
1545.455,1.491
1545.465,1.411
1545.475,1.473
1545.485,1.505
1545.495,1.325
1545.505,1.095
1545.515,0.938
1545.525,1.101
1545.535,1.426
1545.545,1.511
1545.555,1.415
1545.565,1.741
1545.575,1.939
1545.585,1.797
1545.595,1.466
1545.615,1.122
1545.625,0.909
1545.635,0.742
1545.645,0.667
1545.655,0.853
1545.665,1.18
1545.675,1.567
1545.685,1.715
1545.695,1.667
1545.705,1.656
1545.715,1.727
1545.725,1.813
1545.735,1.807
1545.745,1.707
1545.755,1.555
1545.765,1.477
1545.775,1.534
1545.785,1.51
1545.795,1.701
1545.805,2.023
1545.815,2.355
1545.825,2.481
1545.835,2.222
1545.845,1.928
1545.855,1.915
1545.865,2.225
1545.875,2.092
1545.885,1.609
1545.895,1.21
1545.905,1.042
1545.915,1.07
1545.925,1.311
1545.935,1.554
1545.945,1.641
1545.955,1.753
1545.965,1.828
1545.975,1.901
1545.985,1.901
1545.995,1.855
1546.005,1.773
1546.015,1.661
1546.025,1.484
1546.035,1.332
1546.045,1.496
1546.055,1.84
1546.065,2.144
1546.075,2.178
1546.085,2.009
1546.095,1.718
1546.105,1.576
1546.115,1.497
1546.125,1.432
1546.135,1.44
1546.145,1.639
1546.155,2.11
1546.165,2.906
1546.175,3.565
1546.185,3.478
1546.195,3.394
1546.205,3.221
1546.215,2.45
1546.225,1.752
1546.235,1.551
1546.245,1.604
1546.255,1.883
1546.265,1.948
1546.275,1.518
1546.285,1.093
1546.295,1.223
1546.305,1.597
1546.315,2.228
1546.325,2.82
1546.335,3.246
1546.345,3.866
1546.355,4.206
1546.365,4.05
1546.375,3.125
1546.385,2.175
1546.395,1.678
1546.405,1.521
1546.415,1.274
1546.425,0.939
1546.435,0.809
1546.445,0.807
1546.455,0.984
1546.465,1.18
1546.475,1.24
1546.485,1.367
1546.495,1.546
1546.505,1.718
1546.515,1.603
1546.535,1.322
1546.545,1.163
1546.555,1.077
1546.565,0.94
1546.575,0.987
1546.585,1.138
1546.595,1.599
1546.605,1.857
1546.615,3.159
1546.625,5.36
1546.635,6.647
1546.645,7.066
1546.655,6.991
1546.665,6.658
1546.675,6.441
1546.685,6.014
1546.695,5.169
1546.705,3.954
1546.715,2.24
1546.725,1.424
1546.735,1.43
1546.745,1.662
1546.755,1.968
1546.765,2.5
1546.775,2.999
1546.785,3.084
1546.795,2.974
1546.805,2.558
1546.815,1.968
1546.825,1.532
1546.835,1.234
1546.845,1.094
1546.855,1.251
1546.865,1.649
1546.875,2.333
1546.885,2.992
1546.895,3.511
1546.905,3.779
1546.915,3.822
1546.925,3.663
1546.935,3.601
1546.945,3.348
1546.955,2.989
1546.965,2.443
1546.975,2.08
1546.985,1.978
1546.995,1.977
1547.005,2.142
1547.015,2.255
1547.025,2.342
1547.035,2.446
1547.045,2.377
1547.055,2.526
1547.065,3.021
1547.075,3.472
1547.085,3.536
1547.095,3.121
1547.105,2.194
1547.115,1.31
1547.125,0.884
1547.135,1.012
1547.145,1.466
1547.155,2.058
1547.165,2.485
1547.175,2.921
1547.185,3.22
1547.195,3.122
1547.205,2.595
1547.215,2.23
1547.225,1.982
1547.235,1.684
1547.245,1.615
1547.255,1.805
1547.265,2.296
1547.275,3.086
1547.285,3.887
1547.295,4.389
1547.305,4.353
1547.315,3.941
1547.325,3.729
1547.335,3.482
1547.345,2.81
1547.355,2.063
1547.365,1.734
1547.375,2.026
1547.385,2.279
1547.395,2.702
1547.405,2.861
1547.415,3.686
1547.425,4.653
1547.435,5.52
1547.445,4.995
1547.455,4.196
1547.475,3.518
1547.485,2.876
1547.495,2.551
1547.505,2.659
1547.515,2.857
1547.525,3.103
1547.535,2.927
1547.545,2.386
1547.555,2.0
1547.565,1.802
1547.575,1.93
1547.585,2.12
1547.595,2.52
1547.605,3.417
1547.615,4.427
1547.625,5.076
1547.635,4.775
1547.645,3.855
1547.655,2.968
1547.665,2.564
1547.675,2.37
1547.685,2.126
1547.695,1.956
1547.705,1.818
1547.715,1.688
1547.725,1.53
1547.735,1.602
1547.745,2.007
1547.755,2.436
1547.765,2.672
1547.775,2.574
1547.785,2.44
1547.795,2.249
1547.805,2.083
1547.815,1.797
1547.825,1.497
1547.835,1.342
1547.845,1.439
1547.855,1.938
1547.865,2.688
1547.875,3.423
1547.885,3.74
1547.895,3.564
1547.905,3.226
1547.915,2.79
1547.925,2.409
1547.935,2.031
1547.945,1.804
1547.955,1.856
1547.965,1.896
1547.975,1.907
1547.985,1.879
1547.995,2.002
1548.005,2.309
1548.015,3.027
1548.025,3.401
1548.035,3.431
1548.045,3.398
1548.055,3.123
1548.065,2.682
1548.075,2.287
1548.095,2.279
1548.105,3.009
1548.115,3.986
1548.125,3.906
1548.135,3.471
1548.145,2.989
1548.155,3.048
1548.165,3.431
1548.175,3.46
1548.185,2.771
1548.195,2.041
1548.205,1.507
1548.215,1.256
1548.225,1.394
1548.235,1.791
1548.245,2.053
1548.255,2.118
1548.265,2.036
1548.275,1.731
1548.285,1.58
1548.295,1.887
1548.305,2.224
1548.315,2.584
1548.325,2.95
1548.335,3.361
1548.345,3.913
1548.355,4.113
1548.365,3.558
1548.375,2.824
1548.385,2.557
1548.395,2.474
1548.415,2.323
1548.425,2.232
1548.435,2.058
1548.445,1.688
1548.455,1.625
1548.465,1.852
1548.475,2.208
1548.485,2.348
1548.495,2.264
1548.505,2.356
1548.515,2.402
1548.525,2.155
1548.535,1.539
1548.545,0.978
1548.555,0.687
1548.565,0.589
1548.575,0.625
1548.585,0.73
1548.595,0.899
1548.605,1.144
1548.615,1.542
1548.625,2.056
1548.635,2.38
1548.645,2.189
1548.655,1.703
1548.665,1.507
1548.695,1.344
1548.705,1.362
1548.715,1.591
1548.725,1.949
1548.735,2.577
1548.745,3.478
1548.755,3.758
1548.765,3.271
1548.775,2.543
1548.785,1.95
1548.795,1.667
1548.805,1.474
1548.815,1.209
1548.825,1.172
1548.835,1.609
1548.845,2.376
1548.855,3.218
1548.865,3.906
1548.875,4.002
1548.885,3.548
1548.895,3.075
1548.905,2.612
1548.915,2.229
1548.925,1.693
1548.935,1.139
1548.945,1.12
1548.955,1.319
1548.965,1.511
1548.975,1.633
1548.985,1.708
1548.995,1.717
1549.005,1.65
1549.015,1.544
1549.025,1.44
1549.035,1.55
1549.045,1.868
1549.055,2.226
1549.065,2.855
1549.075,3.594
1549.085,4.041
1549.095,4.117
1549.105,3.9
1549.115,3.533
1549.125,3.019
1549.135,2.531
1549.145,2.196
1549.155,1.751
1549.165,1.464
1549.175,1.423
1549.185,1.824
1549.195,2.318
1549.205,2.379
1549.215,1.93
1549.225,1.602
1549.235,1.584
1549.245,1.519
1549.255,1.429
1549.265,1.331
1549.275,1.354
1549.285,1.462
1549.295,1.693
1549.305,1.85
1549.315,2.29
1549.325,3.143
1549.335,3.47
1549.345,3.725
1549.355,3.33
1549.375,2.621
1549.385,2.331
1549.395,1.666
1549.405,1.088
1549.415,0.739
1549.425,0.728
1549.435,0.89
1549.445,1.283
1549.455,1.923
1549.465,2.436
1549.475,2.875
1549.485,2.61
1549.495,1.846
1549.505,0.893
1549.515,0.666
1549.525,0.888
1549.535,1.168
1549.545,1.584
1549.555,2.103
1549.565,2.503
1549.575,2.251
1549.585,1.775
1549.595,1.702
1549.605,1.903
1549.615,2.017
1549.625,2.287
1549.635,2.361
1549.645,1.94
1549.655,1.18
1549.665,0.868
1549.675,1.189
1549.685,1.618
1549.695,2.213
1549.705,2.738
1549.715,2.915
1549.725,2.898
1549.735,2.761
1549.745,2.208
1549.755,1.776
1549.765,1.577
1549.815,1.56
1549.825,1.48
1549.845,1.5
1549.855,1.644
1549.865,1.795
1549.875,1.781
1549.885,1.799
1549.895,2.087
1549.905,2.349
1549.915,2.149
1549.925,1.881
1549.935,1.701
1549.945,1.959
1549.955,2.498
1549.965,2.867
1549.975,2.784
1549.985,2.661
1549.995,2.794
1550.005,3.135
1550.015,3.595
1550.025,3.921
1550.035,3.825
1550.045,3.156
1550.055,2.175
1550.065,1.575
1550.075,1.472
1550.085,2.064
1550.095,3.202
1550.105,4.311
1550.115,5.173
1550.125,6.107
1550.135,7.235
1550.145,8.651
1550.155,9.884
1550.165,9.548
1550.175,7.164
1550.185,4.82
1550.195,2.763
1550.205,1.996
1550.215,2.089
1550.225,1.932
1550.235,1.549
1550.245,1.487
1550.255,1.619
1550.265,1.74
1550.275,1.992
1550.285,2.396
1550.295,2.708
1550.305,2.771
1550.315,2.66
1550.325,2.908
1550.335,3.521
1550.345,3.934
1550.355,3.626
1550.365,2.701
1550.375,1.948
1550.385,1.548
1550.395,1.342
1550.405,1.179
1550.415,1.055
1550.425,1.103
1550.435,1.634
1550.445,2.415
1550.455,3.145
1550.465,3.503
1550.475,3.351
1550.485,3.109
1550.495,2.832
1550.505,2.659
1550.515,2.452
1550.525,2.218
1550.535,2.004
1550.545,1.921
1550.555,1.984
1550.565,2.624
1550.575,4.013
1550.585,5.689
1550.595,6.723
1550.605,5.999
1550.615,5.386
1550.625,5.491
1550.635,5.088
1550.645,3.633
1550.655,2.193
1550.665,1.75
1550.675,1.957
1550.685,3.144
1550.695,4.071
1550.705,4.031
1550.715,3.269
1550.725,2.412
1550.735,2.025
1550.745,1.441
1550.755,1.055
1550.765,0.99
1550.775,1.325
1550.785,1.841
1550.795,2.549
1550.805,3.296
1550.815,4.067
1550.825,4.088
1550.835,3.972
1550.845,3.933
1550.855,3.573
1550.865,2.994
1550.875,2.32
1550.885,2.205
1550.895,2.556
1550.905,3.084
1550.915,3.398
1550.925,3.368
1550.935,3.117
1550.945,3.028
1550.955,3.008
1550.965,2.718
1550.975,2.071
1550.985,1.764
1550.995,2.096
1551.005,2.739
1551.015,3.159
1551.025,3.688
1551.035,3.909
1551.045,3.641
1551.055,3.271
1551.065,2.961
1551.075,2.882
1551.085,2.73
1551.095,2.433
1551.105,1.908
1551.115,1.382
1551.125,1.122
1551.135,1.195
1551.145,1.398
1551.155,1.506
1551.165,1.442
1551.175,1.257
1551.185,1.175
1551.195,1.226
1551.205,1.215
1551.215,1.266
1551.225,1.382
1551.235,1.529
1551.245,1.557
1551.255,1.481
1551.265,1.317
1551.275,1.236
1551.285,1.457
1551.295,1.956
1551.305,2.251
1551.315,1.908
1551.325,1.305
1551.335,0.884
1551.345,0.818
1551.355,1.086
1551.365,1.652
1551.375,2.375
1551.385,3.127
1551.395,3.742
1551.405,3.944
1551.415,3.656
1551.425,2.722
1551.435,1.804
1551.445,1.373
1551.455,1.263
1551.465,1.316
1551.475,1.512
1551.485,1.848
1551.495,2.293
1551.505,2.561
1551.515,2.652
1551.525,2.362
1551.535,1.886
1551.545,1.257
1551.555,0.874
1551.565,0.753
1551.575,0.75
1551.585,0.874
1551.595,1.117
1551.605,1.363
1551.615,1.573
1551.625,1.597
1551.635,1.558
1551.645,1.661
1551.655,1.695
1551.665,1.712
1551.675,1.709
1551.685,1.863
1551.695,1.885
1551.705,2.151
1551.715,2.819
1551.725,3.946
1551.735,5.385
1551.745,6.296
1551.755,6.195
1551.765,5.801
1551.775,4.881
1551.785,3.944
1551.795,3.275
1551.805,3.214
1551.815,3.43
1551.825,3.6
1551.835,3.457
1551.845,2.995
1551.855,2.502
1551.865,2.216
1551.875,1.974
1551.885,1.778
1551.895,1.903
1551.905,2.258
1551.915,2.344
1551.925,1.918
1551.935,1.326
1551.945,1.014
1551.955,1.094
1551.965,1.362
1551.975,1.789
1551.985,2.224
1551.995,2.673
1552.005,2.868
1552.015,2.85
1552.025,2.786
1552.035,2.596
1552.045,2.258
1552.055,1.902
1552.065,1.58
1552.075,1.677
1552.085,2.028
1552.095,2.19
1552.105,2.24
1552.115,2.653
1552.125,3.043
1552.135,3.205
1552.145,3.314
1552.155,3.457
1552.165,3.397
1552.175,3.128
1552.185,2.933
1552.195,2.845
1552.205,2.434
1552.215,1.76
1552.225,1.338
1552.235,1.217
1552.245,1.464
1552.255,1.758
1552.265,1.988
1552.275,2.108
1552.285,2.099
1552.295,1.831
1552.305,1.588
1552.315,1.386
1552.325,1.378
1552.335,1.429
1552.345,1.556
1552.355,1.784
1552.365,2.203
1552.375,2.88
1552.385,3.452
1552.395,3.611
1552.405,3.332
1552.415,2.645
1552.425,2.139
1552.435,2.023
1552.445,1.849
1552.455,1.492
1552.465,1.55
1552.475,1.515
1552.485,1.62
1552.495,1.568
1552.505,1.814
1552.515,2.019
1552.525,2.084
1552.535,2.525
1552.545,2.534
1552.555,2.782
1552.565,2.883
1552.575,3.266
1552.585,3.519
1552.595,3.882
1552.605,4.336
1552.615,4.331
1552.625,4.209
1552.635,4.099
1552.645,4.499
1552.655,4.478
1552.665,3.89
1552.675,3.285
1552.685,2.842
1552.695,2.227
1552.705,2.028
1552.715,2.58
1552.725,3.41
1552.735,3.946
1552.745,3.901
1552.755,3.404
1552.765,3.044
1552.775,2.895
1552.785,2.762
1552.795,2.564
1552.805,2.259
1552.815,2.153
1552.825,1.935
1552.835,1.727
1552.845,1.708
1552.855,1.96
1552.865,2.222
1552.875,2.429
1552.885,2.574
1552.895,2.537
1552.905,2.594
1552.915,2.587
1552.925,2.392
1552.935,1.943
1552.945,1.423
1552.955,0.996
1552.965,0.843
1552.975,0.797
1552.985,0.862
1552.995,0.909
1553.005,0.957
1553.015,1.065
1553.025,1.26
1553.035,1.597
1553.045,1.958
1553.055,2.341
1553.065,2.874
1553.075,3.52
1553.085,3.772
1553.095,3.613
1553.105,3.141
1553.115,2.468
1553.125,1.766
1553.135,1.426
1553.145,1.457
1553.175,1.572
1553.185,1.853
1553.195,1.983
1553.205,1.968
1553.215,1.919
1553.225,1.858
1553.235,1.635
1553.245,1.381
1553.255,1.101
1553.265,0.907
1553.275,0.774
1553.285,0.631
1553.295,0.555
1553.305,0.599
1553.315,0.76
1553.325,0.949
1553.335,1.327
1553.345,1.56
1553.355,1.5
1553.365,1.453
1553.375,1.48
1553.385,1.707
1553.395,1.934
1553.405,1.908
1553.415,1.791
1553.425,1.664
1553.435,1.614
1553.445,1.647
1553.455,1.908
1553.465,2.347
1553.475,2.985
1553.485,3.306
1553.495,3.46
1553.505,3.415
1553.515,3.321
1553.525,2.932
1553.535,2.535
1553.545,2.662
1553.555,2.493
1553.565,2.201
1553.575,1.774
1553.585,1.806
1553.605,1.905
1553.615,1.941
1553.625,1.859
1553.635,1.822
1553.645,1.913
1553.655,2.143
1553.665,2.456
1553.675,2.703
1553.685,2.744
1553.695,2.769
