Depth,BC
1619.695,0.062
1619.705,0.067
1619.715,0.108
1619.725,0.122
1619.735,0.166
1619.745,0.1
1619.755,0.097
1619.765,0.06
1619.775,0.035
1619.785,0.034
1619.795,0.023
1619.805,0.018
1619.815,0.021
1619.825,0.019
1619.835,0.011
1619.845,0.021
1619.855,0.131
1619.865,0.222
1619.875,0.322
1619.885,0.404
1619.895,0.435
1619.905,0.486
1619.915,0.404
1619.925,0.218
1619.935,0.129
1619.945,0.132
1619.955,0.119
1619.965,0.159
1619.975,0.255
1619.985,0.299
1619.995,0.399
1620.005,0.455
1620.015,0.574
1620.025,0.68
1620.035,0.826
1620.045,0.778
1620.055,0.711
1620.065,0.539
1620.075,0.325
1620.085,0.168
1620.095,0.131
1620.105,0.199
1620.115,0.235
1620.125,0.258
1620.135,0.382
1620.145,0.472
1620.155,0.458
1620.165,0.413
1620.175,0.392
1620.185,0.394
1620.195,0.176
1620.205,0.095
1620.215,0.077
1620.225,0.071
1620.235,0.087
1620.245,0.098
1620.255,0.114
1620.265,0.136
1620.275,0.158
1620.285,0.178
1620.295,0.19
1620.305,0.186
1620.315,0.195
1620.325,0.214
1620.335,0.2
1620.345,0.216
1620.355,0.225
1620.365,0.234
1620.375,0.218
1620.385,0.239
1620.395,0.252
1620.405,0.276
1620.415,0.282
1620.425,0.228
1620.435,0.12
1620.445,0.058
1620.455,0.06
1620.465,0.073
1620.475,0.073
1620.485,0.111
1620.495,0.102
1620.505,0.121
1620.515,0.099
1620.525,0.133
1620.535,0.088
1620.545,0.062
1620.555,0.07
1620.565,0.09
1620.575,0.096
1620.585,0.123
1620.595,0.149
1620.605,0.268
1620.615,0.271
1620.625,0.262
1620.635,0.283
1620.645,0.215
1620.655,0.17
1620.665,0.121
1620.675,0.094
1620.685,0.07
1620.695,0.068
1620.705,0.094
1620.715,0.105
1620.725,0.121
1620.735,0.159
1620.745,0.23
1620.755,0.292
1620.765,0.258
1620.775,0.268
1620.785,0.254
1620.795,0.171
1620.805,0.178
1620.815,0.151
1620.825,0.182
1620.835,0.204
1620.845,0.182
1620.855,0.166
1620.865,0.157
1620.875,0.114
1620.885,0.084
1620.895,0.113
1620.905,0.146
1620.915,0.184
1620.925,0.225
1620.935,0.298
1620.945,0.319
1620.955,0.393
1620.965,0.588
1620.975,0.622
1620.985,0.738
1620.995,0.711
1621.005,0.512
1621.015,0.357
1621.025,0.227
1621.035,0.271
1621.045,0.347
1621.055,0.404
1621.065,0.499
1621.075,0.558
1621.085,0.554
1621.095,0.593
1621.105,0.542
1621.115,0.41
1621.125,0.346
1621.135,0.399
1621.145,0.409
1621.155,0.43
1621.165,0.494
1621.175,0.621
1621.185,0.678
1621.195,0.611
1621.205,0.438
1621.215,0.199
1621.225,0.168
1621.235,0.184
1621.245,0.216
1621.255,0.228
1621.265,0.241
1621.275,0.245
1621.285,0.241
1621.295,0.208
1621.305,0.172
1621.315,0.14
1621.325,0.133
1621.335,0.109
1621.345,0.126
1621.355,0.15
1621.365,0.161
1621.375,0.171
1621.385,0.208
1621.395,0.239
1621.405,0.304
1621.415,0.35
1621.425,0.238
1621.435,0.207
1621.445,0.16
1621.455,0.149
1621.465,0.158
1621.475,0.178
1621.485,0.244
1621.495,0.301
1621.505,0.32
1621.515,0.343
1621.525,0.346
1621.535,0.223
1621.545,0.15
1621.555,0.156
1621.565,0.199
1621.575,0.209
1621.585,0.27
1621.595,0.289
1621.605,0.363
1621.615,0.345
1621.625,0.368
1621.635,0.357
1621.645,0.3
1621.655,0.222
1621.665,0.188
1621.675,0.134
1621.685,0.142
1621.695,0.134
1621.705,0.123
1621.715,0.166
1621.725,0.165
1621.735,0.218
1621.745,0.226
1621.755,0.244
1621.765,0.238
1621.775,0.162
1621.785,0.106
1621.795,0.085
1621.805,0.055
1621.815,0.1
1621.825,0.127
1621.835,0.131
1621.845,0.154
1621.855,0.155
1621.865,0.138
1621.875,0.113
1621.885,0.098
1621.895,0.078
1621.905,0.111
1621.915,0.117
1621.925,0.13
1621.935,0.189
1621.945,0.201
1621.955,0.211
1621.965,0.157
1621.975,0.167
1621.985,0.181
1621.995,0.163
1622.005,0.147
1622.015,0.15
1622.025,0.181
1622.035,0.231
1622.045,0.284
1622.055,0.363
1622.065,0.379
1622.075,0.294
1622.085,0.239
1622.095,0.175
1622.105,0.1
1622.115,0.076
1622.125,0.091
1622.135,0.102
1622.145,0.122
1622.155,0.15
1622.165,0.177
1622.175,0.175
1622.185,0.246
1622.195,0.267
1622.205,0.235
1622.215,0.172
1622.225,0.143
1622.235,0.092
1622.245,0.083
1622.255,0.07
1622.265,0.085
1622.275,0.089
1622.285,0.093
1622.295,0.08
1622.305,0.106
1622.315,0.122
1622.325,0.146
1622.335,0.182
1622.345,0.183
1622.355,0.229
1622.365,0.279
1622.375,0.308
1622.385,0.36
1622.395,0.387
1622.405,0.404
1622.415,0.415
1622.425,0.32
1622.435,0.271
1622.445,0.166
1622.455,0.128
1622.465,0.094
1622.475,0.104
1622.485,0.115
1622.495,0.146
1622.505,0.138
1622.515,0.167
1622.525,0.158
1622.535,0.138
1622.545,0.111
1622.555,0.106
1622.565,0.102
1622.575,0.102
1622.585,0.116
1622.595,0.139
1622.605,0.162
1622.615,0.216
1622.625,0.224
1622.635,0.188
1622.645,0.174
1622.655,0.166
1622.665,0.09
1622.675,0.1
1622.685,0.085
1622.695,0.097
1622.705,0.128
1622.715,0.132
1622.725,0.143
1622.735,0.161
1622.745,0.225
1622.755,0.229
1622.765,0.243
1622.775,0.228
1622.785,0.229
1622.795,0.336
1622.805,0.378
1622.815,0.433
1622.825,0.501
1622.835,0.672
1622.845,0.739
1622.855,0.726
1622.865,0.686
1622.875,0.405
1622.885,0.155
1622.895,0.069
1622.905,0.062
1622.915,0.056
1622.925,0.053
1622.935,0.055
1622.945,0.096
1622.955,0.078
1622.965,0.101
1622.975,0.095
1622.985,0.127
1622.995,0.146
1623.005,0.135
1623.015,0.135
1623.025,0.096
1623.035,0.073
1623.045,0.069
1623.055,0.097
1623.065,0.106
1623.075,0.128
1623.085,0.207
1623.095,0.214
1623.105,0.22
1623.115,0.215
1623.125,0.205
1623.135,0.207
1623.145,0.175
1623.155,0.139
1623.165,0.154
1623.175,0.182
1623.185,0.218
1623.195,0.177
1623.205,0.213
1623.215,0.225
1623.225,0.233
1623.235,0.221
1623.245,0.205
1623.255,0.162
1623.265,0.159
1623.275,0.186
1623.285,0.199
1623.295,0.227
1623.305,0.27
1623.315,0.281
1623.325,0.268
1623.335,0.291
1623.345,0.288
1623.355,0.235
1623.365,0.172
1623.375,0.151
1623.385,0.151
1623.395,0.163
1623.405,0.195
1623.415,0.189
1623.425,0.221
1623.435,0.228
1623.445,0.24
1623.455,0.244
1623.465,0.229
1623.475,0.22
1623.485,0.198
1623.495,0.174
1623.505,0.179
1623.515,0.189
1623.525,0.212
1623.535,0.238
1623.545,0.244
1623.555,0.236
1623.565,0.216
1623.575,0.202
1623.585,0.2
1623.595,0.227
1623.605,0.212
1623.615,0.227
1623.625,0.304
1623.635,0.369
1623.645,0.388
1623.655,0.446
1623.665,0.349
1623.675,0.282
1623.685,0.189
1623.695,0.175
1623.705,0.176
1623.715,0.199
1623.725,0.215
1623.735,0.267
1623.745,0.322
1623.755,0.352
1623.765,0.432
1623.775,0.488
1623.785,0.626
1623.795,0.629
1623.805,0.644
1623.815,0.495
1623.825,0.273
1623.835,0.191
1623.845,0.183
1623.855,0.176
1623.865,0.232
1623.875,0.266
1623.885,0.297
1623.895,0.298
1623.905,0.27
1623.915,0.182
1623.925,0.114
1623.935,0.059
1623.945,0.066
1623.955,0.087
1623.965,0.083
1623.975,0.068
1623.985,0.061
1623.995,0.037
1624.005,0.019
1624.015,0.022
1624.025,0.017
1624.035,0.04
1624.045,0.041
1624.055,0.052
1624.065,0.05
1624.075,0.068
1624.085,0.062
1624.095,0.086
1624.105,0.115
1624.115,0.127
1624.125,0.123
1624.135,0.128
1624.145,0.153
1624.155,0.155
1624.165,0.179
1624.175,0.172
1624.185,0.175
1624.195,0.183
1624.205,0.197
1624.215,0.206
1624.225,0.213
1624.235,0.227
1624.245,0.195
1624.255,0.191
1624.265,0.169
1624.275,0.186
1624.285,0.262
1624.295,0.282
1624.305,0.373
1624.315,0.426
1624.325,0.441
1624.335,0.411
1624.345,0.41
1624.355,0.254
1624.365,0.187
1624.375,0.165
1624.385,0.108
1624.395,0.098
1624.405,0.053
1624.415,0.057
1624.425,0.065
1624.435,0.069
1624.445,0.103
1624.455,0.161
1624.465,0.164
1624.475,0.161
1624.485,0.174
1624.495,0.191
1624.505,0.253
1624.515,0.274
1624.525,0.226
1624.535,0.125
1624.545,0.088
1624.555,0.11
1624.565,0.099
1624.575,0.121
1624.585,0.158
1624.595,0.206
1624.605,0.228
1624.615,0.242
1624.625,0.279
1624.635,0.335
1624.645,0.314
1624.655,0.322
1624.665,0.313
1624.675,0.333
1624.685,0.384
1624.695,0.343
1624.705,0.207
1624.715,0.234
1624.725,0.257
1624.735,0.281
1624.745,0.347
1624.755,0.396
1624.765,0.491
1624.775,0.573
1624.785,0.661
1624.795,0.606
1624.805,0.612
1624.815,0.535
1624.825,0.351
1624.835,0.198
1624.845,0.17
1624.855,0.141
1624.865,0.151
1624.875,0.215
1624.885,0.254
1624.895,0.274
1624.905,0.364
1624.915,0.374
1624.925,0.35
1624.935,0.435
1624.945,0.466
1624.955,0.423
1624.965,0.335
1624.975,0.238
1624.985,0.167
1624.995,0.144
1625.005,0.155
1625.015,0.163
1625.025,0.186
1625.035,0.203
1625.045,0.253
1625.055,0.171
1625.065,0.136
1625.075,0.065
1625.085,0.081
1625.095,0.057
1625.105,0.083
1625.115,0.085
1625.125,0.094
1625.135,0.098
1625.145,0.1
1625.155,0.107
1625.165,0.096
1625.175,0.084
1625.185,0.087
1625.195,0.091
1625.205,0.083
1625.215,0.126
1625.225,0.147
1625.235,0.16
1625.245,0.221
1625.255,0.224
1625.265,0.266
1625.275,0.388
1625.285,0.36
1625.295,0.29
1625.305,0.213
1625.315,0.184
1625.325,0.18
1625.335,0.21
1625.345,0.225
1625.355,0.253
1625.365,0.394
1625.375,0.468
1625.385,0.477
1625.395,0.405
1625.405,0.415
1625.415,0.244
1625.425,0.157
1625.435,0.151
1625.445,0.164
1625.455,0.152
1625.465,0.226
1625.475,0.183
1625.485,0.284
1625.495,0.262
1625.505,0.251
1625.515,0.202
1625.525,0.155
1625.535,0.125
1625.545,0.111
1625.555,0.11
1625.565,0.115
1625.575,0.117
1625.585,0.116
1625.595,0.156
1625.605,0.166
1625.615,0.289
1625.625,0.266
1625.635,0.312
1625.645,0.299
1625.655,0.322
1625.665,0.243
1625.675,0.203
1625.685,0.166
1625.695,0.139
1625.705,0.142
1625.715,0.182
1625.725,0.202
1625.735,0.203
1625.745,0.249
1625.755,0.302
1625.765,0.333
1625.775,0.269
1625.785,0.156
1625.795,0.101
1625.805,0.071
1625.815,0.047
1625.825,0.022
1625.885,0.243
1625.895,0.224
1625.905,0.233
1625.915,0.181
1625.925,0.197
1625.935,0.224
1625.945,0.224
1625.955,0.286
1625.965,0.33
1625.975,0.288
1625.985,0.225
1625.995,0.124
1626.005,0.051
1626.015,0.051
1626.025,0.074
1626.035,0.085
1626.045,0.124
1626.055,0.137
1626.065,0.147
1626.075,0.155
1626.085,0.162
1626.095,0.187
1626.105,0.193
1626.115,0.191
1626.125,0.167
1626.135,0.16
1626.145,0.168
1626.155,0.204
1626.165,0.18
1626.175,0.198
1626.185,0.207
1626.195,0.21
1626.205,0.149
1626.215,0.084
1626.225,0.084
1626.235,0.088
1626.245,0.086
1626.255,0.129
1626.265,0.172
1626.275,0.154
1626.285,0.152
1626.295,0.151
1626.305,0.197
1626.315,0.192
1626.325,0.158
1626.335,0.172
1626.345,0.23
1626.355,0.283
1626.365,0.294
1626.375,0.348
1626.385,0.381
1626.395,0.448
1626.405,0.463
1626.415,0.279
1626.425,0.237
1626.435,0.157
1626.445,0.13
1626.455,0.155
1626.465,0.185
1626.475,0.179
1626.485,0.169
1626.495,0.207
1626.505,0.18
1626.515,0.133
1626.525,0.08
1626.535,0.112
1626.545,0.137
1626.555,0.184
1626.565,0.202
1626.575,0.287
1626.585,0.336
1626.595,0.364
1626.605,0.307
1626.615,0.302
1626.625,0.276
1626.635,0.316
1626.645,0.345
1626.655,0.334
1626.665,0.382
1626.675,0.487
1626.685,0.542
1626.695,0.573
1626.705,0.552
1626.715,0.509
1626.725,0.37
1626.735,0.193
1626.745,0.14
1626.755,0.133
1626.765,0.142
1626.775,0.196
1626.785,0.223
1626.795,0.33
1626.805,0.465
1626.815,0.629
1626.825,0.65
1626.835,0.508
1626.845,0.346
1626.855,0.154
1626.865,0.098
1626.875,0.12
1626.885,0.143
1626.895,0.179
1626.905,0.214
1626.915,0.222
1626.925,0.2
1626.935,0.168
1626.945,0.131
1626.955,0.141
1626.965,0.148
1626.975,0.169
1626.985,0.225
1626.995,0.252
1627.005,0.277
1627.015,0.437
1627.025,0.472
1627.035,0.543
1627.045,0.437
1627.055,0.275
1627.065,0.103
1627.075,0.053
1627.085,0.066
1627.095,0.089
1627.105,0.115
1627.115,0.14
1627.125,0.179
1627.135,0.214
1627.145,0.301
1627.155,0.305
1627.165,0.289
1627.175,0.215
1627.185,0.161
1627.195,0.11
1627.205,0.088
1627.215,0.112
1627.225,0.136
1627.235,0.18
1627.245,0.225
1627.255,0.225
1627.265,0.253
1627.275,0.225
1627.285,0.204
1627.295,0.218
1627.305,0.244
1627.315,0.239
1627.325,0.204
1627.335,0.166
1627.345,0.121
1627.355,0.159
1627.365,0.187
1627.375,0.28
1627.385,0.385
1627.395,0.381
1627.405,0.393
1627.415,0.322
1627.425,0.216
1627.435,0.229
1627.445,0.247
1627.455,0.245
1627.465,0.244
1627.475,0.267
1627.485,0.198
1627.495,0.15
1627.505,0.106
1627.515,0.073
1627.525,0.098
1627.535,0.112
1627.545,0.118
1627.555,0.154
1627.565,0.254
1627.575,0.321
1627.585,0.403
1627.595,0.492
1627.605,0.451
1627.615,0.394
1627.625,0.278
1627.635,0.099
1627.645,0.048
1627.655,0.064
1627.665,0.055
1627.675,0.072
1627.685,0.09
1627.695,0.131
1627.705,0.131
1627.715,0.139
1627.725,0.136
1627.735,0.108
1627.745,0.067
1627.755,0.083
1627.765,0.105
1627.775,0.199
1627.785,0.207
1627.795,0.238
1627.805,0.326
1627.815,0.404
1627.825,0.437
1627.835,0.364
1627.845,0.247
1627.855,0.135
1627.865,0.108
1627.875,0.113
1627.885,0.1
1627.895,0.114
1627.905,0.104
1627.915,0.126
1627.925,0.091
1627.935,0.069
1627.945,0.078
1627.955,0.086
1627.965,0.084
1627.975,0.078
1627.985,0.071
1627.995,0.106
1628.005,0.121
1628.015,0.143
1628.025,0.172
1628.035,0.211
1628.045,0.236
1628.055,0.23
1628.065,0.138
1628.075,0.086
1628.085,0.041
1628.095,0.039
1628.105,0.044
1628.115,0.06
1628.125,0.082
1628.135,0.106
1628.145,0.136
1628.155,0.172
1628.165,0.216
1628.175,0.218
1628.185,0.205
1628.195,0.139
1628.205,0.074
1628.215,0.072
1628.225,0.069
1628.235,0.064
1628.245,0.076
1628.255,0.121
1628.265,0.127
1628.275,0.144
1628.285,0.234
1628.295,0.25
1628.305,0.305
1628.315,0.281
1628.325,0.229
1628.335,0.208
1628.345,0.219
1628.355,0.264
1628.365,0.357
1628.375,0.398
1628.385,0.341
1628.395,0.271
1628.405,0.185
1628.415,0.144
1628.425,0.174
1628.435,0.26
1628.445,0.383
1628.455,0.392
1628.465,0.503
1628.475,0.548
1628.485,0.448
1628.495,0.352
1628.505,0.244
1628.515,0.237
1628.525,0.14
1628.535,0.174
1628.545,0.192
1628.555,0.274
1628.565,0.379
1628.575,0.423
1628.585,0.409
1628.595,0.31
1628.605,0.172
1628.615,0.125
1628.625,0.121
1628.635,0.147
1628.645,0.179
1628.655,0.221
1628.665,0.274
1628.675,0.305
1628.685,0.4
1628.695,0.451
1628.705,0.531
1628.715,0.511
1628.725,0.426
1628.735,0.211
1628.745,0.114
1628.755,0.091
1628.765,0.098
1628.775,0.097
1628.785,0.067
1628.795,0.089
1628.805,0.119
1628.815,0.151
1628.825,0.151
1628.835,0.155
1628.845,0.124
1628.855,0.072
1628.865,0.061
1628.875,0.115
1628.885,0.166
1628.895,0.198
1628.905,0.247
1628.915,0.28
1628.925,0.371
1628.935,0.424
1628.945,0.392
1628.955,0.373
1628.965,0.366
1628.975,0.303
1628.985,0.166
1628.995,0.098
1629.005,0.094
1629.015,0.108
1629.025,0.12
1629.035,0.159
1629.045,0.225
1629.055,0.26
1629.065,0.251
1629.075,0.354
1629.085,0.45
1629.095,0.473
1629.105,0.391
1629.115,0.26
1629.125,0.144
1629.135,0.064
1629.145,0.052
1629.155,0.067
1629.165,0.122
1629.175,0.076
1629.185,0.077
1629.195,0.084
1629.205,0.102
1629.215,0.108
1629.225,0.127
1629.235,0.142
1629.245,0.169
1629.255,0.155
1629.265,0.169
1629.275,0.211
1629.285,0.208
1629.295,0.193
1629.305,0.194
1629.315,0.126
1629.325,0.088
1629.335,0.101
1629.345,0.113
1629.355,0.167
1629.365,0.226
1629.375,0.29
1629.385,0.409
1629.395,0.586
1629.405,0.73
1629.415,0.873
1629.425,0.91
1629.435,0.868
1629.445,0.563
1629.455,0.285
1629.465,0.152
1629.475,0.199
1629.485,0.246
1629.495,0.302
1629.505,0.409
1629.515,0.403
1629.525,0.377
1629.535,0.298
1629.545,0.243
1629.555,0.201
1629.565,0.188
1629.575,0.188
1629.585,0.171
1629.595,0.17
1629.605,0.218
1629.615,0.251
1629.625,0.268
1629.635,0.26
1629.645,0.311
1629.655,0.332
1629.665,0.183
1629.675,0.065
1629.685,0.055
1629.695,0.048
1629.705,0.05
1629.715,0.066
1629.725,0.091
1629.735,0.109
1629.745,0.128
1629.755,0.162
1629.765,0.247
1629.775,0.293
1629.785,0.302
1629.795,0.264
1629.805,0.23
1629.815,0.22
1629.825,0.199
1629.835,0.203
1629.845,0.181
1629.855,0.258
1629.865,0.253
1629.875,0.327
1629.885,0.369
1629.895,0.348
1629.905,0.319
1629.915,0.247
1629.925,0.158
1629.935,0.115
1629.945,0.109
1629.955,0.114
1629.965,0.129
1629.975,0.175
1629.985,0.205
1629.995,0.264
1630.005,0.322
1630.015,0.411
1630.025,0.474
1630.035,0.485
1630.045,0.422
1630.055,0.346
1630.065,0.265
1630.075,0.254
1630.085,0.265
1630.095,0.318
1630.105,0.343
1630.115,0.391
1630.125,0.455
1630.135,0.585
1630.145,0.601
1630.155,0.557
1630.165,0.308
1630.175,0.108
1630.185,0.081
1630.195,0.1
1630.205,0.152
1630.215,0.146
1630.225,0.173
1630.235,0.258
1630.245,0.329
1630.255,0.399
1630.265,0.426
1630.275,0.365
1630.285,0.265
1630.295,0.258
1630.305,0.229
1630.315,0.262
1630.325,0.284
1630.335,0.393
1630.345,0.494
1630.355,0.558
1630.365,0.569
1630.375,0.495
1630.385,0.3
1630.395,0.128
1630.405,0.109
1630.415,0.152
1630.425,0.189
1630.435,0.238
1630.445,0.302
1630.455,0.298
1630.465,0.206
1630.475,0.11
1630.485,0.06
1630.495,0.066
1630.505,0.082
1630.515,0.089
1630.525,0.118
1630.535,0.121
1630.545,0.164
1630.555,0.172
1630.565,0.231
1630.575,0.295
1630.585,0.331
1630.595,0.438
1630.605,0.443
1630.615,0.483
1630.625,0.433
1630.635,0.379
1630.645,0.274
1630.655,0.239
1630.665,0.181
1630.675,0.177
1630.685,0.219
1630.695,0.24
1630.705,0.286
1630.715,0.304
1630.725,0.406
1630.735,0.465
1630.745,0.488
1630.755,0.411
1630.765,0.227
1630.775,0.161
1630.785,0.095
1630.795,0.098
1630.805,0.075
1630.815,0.092
1630.825,0.117
1630.835,0.139
1630.845,0.108
1630.855,0.103
1630.865,0.094
1630.875,0.115
1630.885,0.134
1630.895,0.12
1630.905,0.129
1630.915,0.119
1630.925,0.123
1630.935,0.139
1630.945,0.108
1630.955,0.082
1630.965,0.073
1630.975,0.092
1630.985,0.121
1630.995,0.169
1631.005,0.248
1631.015,0.285
1631.025,0.456
1631.035,0.535
1631.045,0.529
1631.055,0.566
1631.065,0.382
1631.075,0.163
1631.085,0.118
1631.095,0.103
1631.105,0.133
1631.115,0.154
1631.125,0.178
1631.135,0.172
1631.145,0.135
1631.155,0.13
1631.165,0.13
1631.175,0.097
1631.185,0.048
1631.195,0.047
1631.205,0.081
1631.215,0.107
1631.225,0.118
1631.235,0.135
1631.245,0.203
1631.255,0.256
1631.265,0.301
1631.275,0.363
1631.285,0.336
1631.295,0.297
1631.305,0.169
1631.315,0.163
1631.325,0.109
1631.335,0.095
1631.345,0.106
1631.355,0.135
1631.365,0.18
1631.375,0.222
1631.385,0.278
1631.395,0.302
1631.405,0.374
1631.415,0.423
1631.425,0.367
1631.435,0.31
1631.445,0.239
1631.455,0.147
1631.465,0.141
1631.475,0.164
1631.485,0.139
1631.495,0.219
1631.505,0.265
1631.515,0.285
1631.525,0.327
1631.535,0.337
1631.545,0.301
1631.555,0.193
1631.565,0.116
1631.575,0.11
1631.585,0.086
1631.595,0.072
1631.605,0.109
1631.615,0.157
1631.625,0.214
1631.635,0.226
1631.645,0.324
1631.655,0.398
1631.665,0.5
1631.675,0.656
1631.685,0.636
1631.695,0.483
1631.705,0.337
1631.715,0.264
1631.725,0.188
1631.735,0.171
1631.745,0.166
1631.755,0.19
1631.765,0.265
1631.775,0.337
1631.785,0.4
1631.795,0.416
1631.805,0.379
1631.815,0.317
1631.825,0.247
1631.875,0.251
1631.885,0.258
1631.895,0.249
1631.905,0.303
1631.915,0.342
1631.925,0.257
1631.935,0.175
1631.945,0.183
1631.955,0.175
1631.965,0.251
1631.975,0.345
1631.985,0.446
1631.995,0.439
1632.005,0.474
1632.015,0.379
1632.025,0.251
1632.035,0.225
1632.045,0.151
1632.055,0.128
1632.065,0.191
1632.075,0.216
1632.085,0.25
1632.095,0.372
1632.105,0.375
1632.115,0.392
1632.125,0.399
1632.135,0.335
1632.145,0.236
1632.155,0.13
1632.165,0.09
1632.175,0.1
1632.185,0.111
1632.195,0.187
1632.205,0.211
1632.215,0.234
1632.225,0.216
1632.235,0.132
1632.245,0.061
1632.255,0.063
1632.265,0.068
1632.275,0.074
1632.285,0.08
1632.295,0.096
1632.305,0.131
1632.315,0.165
1632.325,0.189
1632.335,0.205
1632.345,0.218
1632.355,0.184
1632.365,0.191
1632.375,0.237
1632.385,0.252
1632.395,0.299
1632.405,0.245
1632.415,0.186
1632.425,0.137
1632.435,0.093
1632.445,0.1
1632.455,0.098
1632.465,0.144
1632.475,0.185
1632.485,0.222
1632.495,0.263
1632.505,0.319
1632.515,0.35
1632.525,0.347
1632.535,0.339
1632.545,0.333
1632.555,0.341
1632.565,0.377
1632.575,0.375
1632.585,0.35
1632.595,0.295
1632.605,0.245
1632.615,0.218
1632.625,0.311
1632.635,0.373
1632.645,0.494
1632.655,0.647
1632.665,0.672
1632.675,0.939
1632.685,0.758
1632.695,0.341
1632.705,0.08
1632.715,0.072
1632.725,0.048
1632.735,0.055
1632.745,0.063
1632.755,0.065
1632.765,0.107
1632.775,0.119
1632.785,0.143
1632.795,0.141
1632.805,0.168
1632.815,0.173
1632.825,0.204
1632.835,0.145
1632.845,0.122
1632.905,0.598
1632.915,0.566
1632.925,0.436
1632.935,0.276
1632.945,0.115
1632.955,0.09
1632.965,0.085
1632.975,0.112
1632.985,0.133
1632.995,0.14
1633.005,0.184
1633.015,0.232
1633.025,0.295
1633.035,0.266
1633.045,0.359
1633.055,0.402
1633.065,0.458
1633.075,0.382
1633.085,0.35
1633.095,0.143
1633.105,0.059
1633.115,0.058
1633.125,0.069
1633.135,0.099
1633.145,0.138
1633.155,0.134
1633.165,0.197
1633.175,0.301
1633.185,0.275
1633.195,0.195
1633.205,0.132
1633.215,0.131
1633.225,0.1
1633.235,0.094
1633.245,0.126
1633.255,0.171
1633.265,0.197
1633.275,0.19
1633.285,0.266
1633.295,0.269
1633.305,0.227
1633.315,0.139
1633.325,0.086
1633.335,0.079
1633.345,0.081
1633.355,0.09
1633.365,0.179
1633.375,0.176
1633.385,0.253
1633.395,0.29
1633.405,0.212
1633.415,0.098
1633.425,0.068
1633.435,0.069
1633.445,0.062
1633.455,0.078
1633.465,0.089
1633.475,0.139
1633.485,0.173
1633.495,0.191
1633.505,0.308
1633.515,0.367
1633.525,0.409
1633.535,0.257
1633.545,0.138
1633.555,0.16
1633.565,0.103
1633.575,0.14
1633.585,0.167
1633.595,0.22
1633.605,0.249
1633.615,0.327
1633.625,0.277
1633.635,0.229
1633.645,0.19
1633.655,0.137
1633.665,0.11
1633.675,0.102
1633.685,0.068
1633.695,0.059
1633.705,0.071
1633.715,0.101
1633.725,0.122
1633.735,0.113
1633.745,0.111
1633.755,0.092
1633.765,0.076
1633.775,0.08
1633.785,0.069
1633.795,0.075
1633.805,0.091
1633.815,0.154
1633.825,0.168
1633.835,0.185
1633.845,0.228
1633.855,0.176
1633.865,0.152
1633.875,0.136
1633.885,0.109
1633.895,0.143
1633.905,0.157
1633.915,0.158
1633.925,0.162
1633.935,0.174
1633.945,0.221
1633.955,0.246
1633.965,0.275
1633.975,0.284
1633.985,0.248
1633.995,0.198
1634.005,0.134
1634.015,0.149
1634.025,0.16
1634.035,0.207
1634.045,0.374
1634.055,0.429
1634.065,0.489
1634.075,0.509
1634.085,0.378
1634.095,0.214
1634.105,0.125
1634.115,0.114
1634.125,0.138
1634.135,0.231
1634.145,0.263
1634.155,0.244
1634.165,0.277
1634.175,0.248
1634.185,0.183
1634.195,0.087
1634.205,0.045
1634.215,0.042
1634.225,0.072
1634.235,0.104
1634.245,0.103
1634.255,0.154
1634.265,0.157
1634.275,0.168
1634.285,0.141
1634.295,0.133
1634.305,0.115
1634.315,0.105
1634.325,0.102
1634.335,0.118
1634.345,0.117
1634.355,0.139
1634.365,0.166
1634.375,0.199
1634.385,0.229
1634.395,0.235
1634.405,0.245
1634.415,0.255
1634.425,0.13
1634.435,0.149
1634.445,0.137
1634.455,0.089
1634.465,0.094
1634.475,0.085
1634.485,0.138
1634.495,0.148
1634.505,0.132
