Depth_m,BC
78.537,0.809
78.549,0.87
78.56,0.901
78.572,1.104
78.584,1.171
78.596,0.487
78.607,0.553
78.619,0.589
78.631,0.888
78.643,0.326
78.655,-0.59
78.666,-0.838
78.678,-0.852
78.69,-0.86
78.702,-0.657
78.714,-0.168
78.725,0.357
78.737,0.366
78.749,0.277
78.761,0.225
78.773,0.189
78.784,-0.155
78.796,0.236
78.808,0.621
78.82,0.396
78.831,0.704
78.843,0.231
78.855,-0.065
78.867,-0.334
78.879,-0.274
78.89,-0.533
78.902,-0.655
78.914,-0.604
78.926,-0.694
78.937,-0.627
78.949,-0.522
78.961,-0.371
78.973,-0.175
78.985,-0.009
78.996,0.105
79.008,-0.066
79.02,-0.342
79.032,-0.062
79.043,0.211
79.055,0.057
79.067,0.121
79.079,-0.043
79.091,0.003
79.102,-0.126
79.114,-0.576
79.126,-0.577
79.138,-0.45
79.149,-0.645
79.161,-0.675
79.173,-0.803
79.185,-0.66
79.196,-0.306
79.208,-0.269
79.22,-0.192
79.232,-0.257
79.244,-0.606
79.255,-0.4
79.267,0.097
79.279,0.679
79.291,0.392
79.302,0.518
79.314,0.172
79.326,-0.313
79.338,-0.416
79.349,-0.381
79.361,-0.516
79.373,-0.614
79.385,-0.546
79.396,-0.673
79.408,-0.604
79.42,-0.429
79.432,-0.247
79.444,0.063
79.455,0.379
79.467,0.013
79.479,0.48
79.491,1.771
79.502,3.324
79.514,4.651
79.526,4.876
79.538,4.193
79.549,2.926
79.561,0.938
79.573,-0.255
79.585,-0.644
79.596,-0.823
79.608,-0.761
79.62,-0.715
79.632,-0.759
79.643,-0.788
79.655,-0.748
79.667,-0.167
79.679,0.353
79.69,0.191
79.702,0.545
79.714,1.4
79.726,1.558
79.738,2.263
79.749,2.803
79.761,2.24
79.773,1.339
79.785,0.191
79.796,-0.665
79.808,-0.795
79.82,-0.837
79.832,-0.84
79.843,-0.626
79.855,-0.576
79.867,-0.578
79.879,-0.541
79.89,-0.543
79.902,-0.528
79.914,-0.364
79.925,0.056
79.937,0.491
79.949,0.588
79.961,0.422
79.972,0.369
79.984,0.571
79.996,0.629
80.008,0.245
80.019,0.526
80.031,-0.149
80.043,-0.704
80.055,-0.786
80.066,-0.865
80.078,-0.809
80.09,-0.472
80.102,-0.382
80.113,-0.263
80.125,-0.03
80.137,0.419
80.149,0.581
80.16,0.509
80.172,0.232
80.184,0.315
80.196,0.3
80.207,0.45
80.219,0.284
80.231,0.013
80.242,-0.264
80.254,-0.285
80.266,-0.343
80.278,-0.454
80.289,-0.73
80.301,-0.774
80.313,-0.847
80.325,-0.884
80.336,-0.883
80.348,-0.89
80.36,-0.89
80.372,-0.89
80.383,-0.897
80.395,-0.897
80.407,-0.897
80.418,-0.89
80.43,-0.89
80.442,-0.897
80.454,-0.889
80.465,-0.889
80.477,-0.889
80.489,-0.895
80.501,-0.894
80.512,-0.878
80.524,-0.854
80.536,-0.845
80.547,-0.807
80.559,-0.304
80.571,0.581
80.583,1.436
80.594,1.563
80.606,2.02
80.618,2.207
80.63,-0.359
80.641,-0.764
80.653,-0.794
80.665,-0.83
80.677,-0.8
80.688,-0.769
80.7,-0.753
80.712,-0.722
80.723,-0.669
80.735,-0.577
80.747,0.181
80.759,1.66
80.77,2.381
80.782,3.566
80.794,5.224
80.805,2.876
80.817,0.611
80.829,0.198
80.841,-0.042
80.852,-0.109
80.864,-0.184
80.876,-0.431
80.887,-0.227
80.899,0.203
80.911,0.956
80.923,0.322
80.934,0.626
80.946,0.675
80.958,0.35
80.97,0.246
80.981,0.247
80.993,0.369
81.005,0.413
81.016,0.703
81.028,0.516
81.04,-0.196
81.051,-0.6
81.063,-0.622
81.075,-0.674
81.087,-0.652
81.098,-0.653
81.11,-0.556
81.122,-0.573
81.133,-0.379
81.145,-0.297
81.157,-0.058
81.169,0.16
81.18,-0.493
81.192,-0.628
81.204,-0.568
81.215,-0.604
81.227,-0.654
81.239,-0.711
81.251,-0.603
81.262,-0.412
81.274,-0.507
81.286,-0.437
81.297,-0.277
81.309,-0.171
81.321,0.071
81.332,0.072
81.344,0.178
81.356,0.275
81.368,0.733
81.379,0.741
81.438,-0.279
81.45,0.404
81.461,0.787
81.473,1.096
81.485,0.842
81.496,0.122
81.508,0.009
81.52,-0.066
81.531,-0.357
81.543,-0.348
81.555,-0.175
81.567,0.607
81.578,1.08
81.59,1.169
81.602,0.863
81.613,0.437
81.625,-0.228
81.637,-0.188
81.648,-0.361
81.66,-0.443
81.672,-0.481
81.683,-0.527
81.695,-0.521
81.707,-0.589
81.719,-0.642
81.73,-0.567
81.742,-0.576
81.754,-0.554
81.765,-0.337
81.777,-0.309
81.789,-0.038
81.8,0.661
81.812,0.814
81.824,0.929
81.835,1.681
81.847,2.47
81.859,3.131
81.87,1.616
81.882,0.258
81.894,-0.126
81.906,-0.374
81.917,-0.497
81.929,-0.604
81.941,-0.689
81.952,-0.745
81.964,-0.731
81.976,-0.693
81.987,-0.663
81.999,-0.677
82.011,-0.638
82.022,-0.644
82.034,-0.657
82.046,-0.536
82.058,-0.377
82.069,-0.371
82.081,-0.245
82.093,-0.264
82.104,-0.207
82.116,-0.219
82.128,-0.277
82.139,-0.417
82.151,-0.523
82.163,-0.577
82.174,-0.567
82.186,-0.502
82.198,-0.532
82.209,-0.481
82.221,-0.364
82.233,0.046
82.244,0.443
82.256,0.436
82.268,0.641
82.279,0.417
82.291,0.013
82.303,-0.383
82.314,-0.503
82.326,-0.435
82.338,-0.503
82.349,-0.541
82.361,-0.52
82.373,-0.649
82.384,-0.786
82.396,-0.85
82.408,-0.905
82.42,-0.893
82.431,-0.752
82.443,-0.804
82.455,-0.655
82.466,-0.504
82.478,-0.492
82.49,-0.304
82.501,-0.383
82.513,-0.545
82.525,-0.258
82.536,-0.326
82.548,-0.227
82.56,-0.385
82.571,-0.491
82.583,-0.508
82.595,-0.524
82.606,-0.498
82.618,-0.54
82.63,-0.529
82.641,-0.668
82.653,-0.827
82.665,-0.841
82.676,-0.841
82.688,-0.853
82.7,-0.812
82.711,-0.567
82.723,-0.434
82.735,-0.449
82.746,-0.173
82.758,0.056
82.77,0.154
82.781,1.136
82.793,1.907
82.805,1.516
82.816,1.888
82.828,0.979
82.84,0.324
82.851,-0.045
82.863,-0.054
82.875,-0.378
82.886,-0.401
82.898,-0.506
82.909,-0.677
82.921,-0.607
82.933,-0.432
82.944,-0.534
82.956,-0.359
82.968,0.012
82.979,0.427
82.991,1.232
83.003,2.623
83.014,3.329
83.026,2.976
83.038,1.453
83.049,-0.243
83.061,-0.581
83.073,-0.537
83.084,-0.469
83.096,-0.754
83.108,-0.822
83.119,-0.784
83.131,-0.775
83.143,-0.602
83.154,-0.572
83.166,-0.585
83.178,-0.38
83.189,-0.108
83.201,-0.196
83.213,-0.225
83.224,-0.209
83.236,-0.38
83.247,-0.41
83.259,-0.372
83.271,-0.454
83.282,-0.672
83.294,-0.673
83.306,-0.718
83.317,-0.742
83.329,-0.721
83.341,-0.76
83.352,-0.576
83.364,-0.572
83.376,-0.448
83.387,-0.415
83.399,-0.442
83.411,-0.316
83.422,-0.444
83.434,-0.198
83.445,-0.297
83.457,-0.253
83.469,-0.441
83.48,-0.555
83.492,-0.752
83.504,-0.739
83.515,-0.733
83.527,-0.704
83.539,-0.69
83.55,-0.584
83.562,-0.53
83.574,-0.362
83.585,-0.344
83.597,-0.214
83.608,-0.35
83.62,-0.532
83.632,-0.587
83.643,-0.463
83.655,-0.49
83.667,-0.329
83.678,-0.329
83.69,-0.306
83.702,-0.449
83.713,-0.321
83.725,-0.537
83.737,-0.661
83.748,-0.648
83.76,-0.686
83.771,-0.683
83.783,-0.677
83.795,-0.676
83.806,-0.66
83.818,-0.577
83.83,-0.502
83.841,-0.489
83.853,-0.521
83.865,-0.499
83.876,-0.55
83.888,-0.419
83.899,-0.425
83.911,-0.34
83.923,-0.389
83.934,-0.627
83.946,-0.769
83.958,-0.805
83.969,-0.782
83.981,-0.789
83.992,-0.789
84.004,-0.766
84.016,-0.785
84.027,-0.804
84.039,-0.821
84.051,-0.679
84.062,-0.244
84.074,-0.012
84.085,0.063
84.097,0.041
84.109,-0.079
84.12,0.064
84.132,0.004
84.144,-0.056
84.155,-0.012
84.167,-0.074
84.178,-0.098
84.19,-0.249
84.202,-0.274
84.213,-0.547
84.225,-0.761
84.237,-0.733
84.248,-0.779
84.26,-0.801
84.271,-0.792
84.283,-0.754
84.295,-0.715
84.306,-0.541
84.318,-0.495
84.33,-0.501
84.341,-0.372
84.353,-0.318
84.364,0.049
84.376,-0.138
84.388,-0.212
84.399,0.156
84.411,0.509
84.422,0.716
84.434,0.607
84.446,0.144
84.457,0.253
84.469,0.568
84.481,0.507
84.492,0.952
84.504,0.812
84.515,0.147
84.527,0.06
84.539,-0.629
84.55,-0.666
84.562,-0.575
84.573,-0.65
84.585,-0.62
84.597,-0.268
84.608,0.062
84.62,0.106
84.632,0.705
84.643,0.869
84.655,0.83
84.666,0.828
84.678,0.511
84.69,0.726
84.701,0.198
84.713,-0.276
84.724,-0.711
84.736,-0.673
84.748,-0.735
84.759,-0.546
84.771,-0.625
84.783,-0.49
84.794,-0.201
84.806,-0.041
84.817,0.207
84.829,0.65
84.841,0.702
84.852,0.874
84.864,1.098
84.875,0.489
84.887,0.166
84.899,-0.091
84.91,-0.557
84.922,-0.641
84.933,-0.687
84.945,-0.711
84.957,-0.622
84.968,-0.135
84.98,0.631
84.991,0.999
85.003,1.517
85.015,1.496
85.026,1.744
85.038,2.112
85.049,2.233
85.061,3.26
85.073,4.055
85.084,5.697
85.096,8.72
85.107,10.744
85.119,12.121
85.131,12.397
85.142,8.519
85.154,3.644
85.165,-0.173
85.177,-0.156
85.189,-0.154
85.2,-0.167
85.212,-0.429
85.223,-0.37
85.235,-0.371
85.247,-0.319
85.258,-0.17
85.27,-0.104
85.281,0.181
85.293,0.624
85.305,1.321
85.316,0.976
85.328,1.328
85.339,0.638
85.351,0.255
85.363,0.383
85.374,0.106
85.386,-0.569
85.397,-0.6
85.409,-0.577
85.421,-0.616
85.432,-0.512
85.444,-0.393
85.455,-0.026
85.467,-0.049
85.479,-0.094
85.49,0.055
85.502,0.151
85.513,1.111
85.525,1.442
85.536,1.322
85.548,1.173
85.56,0.528
85.571,0.116
85.583,-0.222
85.594,-0.59
85.606,-0.65
85.618,-0.785
85.629,-0.771
85.641,-0.68
85.652,-0.643
85.664,-0.628
85.676,-0.395
85.687,-0.29
85.699,-0.122
85.71,0.122
85.722,0.418
85.733,0.355
85.745,0.328
85.757,0.285
85.768,0.271
85.78,0.129
85.791,-0.441
85.803,-0.321
85.815,-0.502
85.826,-0.728
85.838,-0.834
85.849,-0.826
85.861,-0.865
85.872,-0.872
85.884,-0.879
85.896,-0.863
85.907,-0.808
85.919,-0.668
85.93,-0.556
85.942,-0.572
85.953,-0.322
85.965,-0.316
85.977,-0.251
85.988,-0.276
86.0,-0.085
86.011,0.06
86.023,0.007
86.035,0.142
86.046,0.179
86.058,0.209
86.069,-0.66
86.081,-0.682
86.092,-0.727
86.104,-0.636
86.116,-0.666
86.127,-0.695
86.139,-0.71
86.15,-0.665
86.162,-0.68
86.173,-0.68
86.185,-0.493
86.197,-0.523
86.208,-0.494
86.22,-0.405
86.231,-0.262
86.243,0.315
86.254,0.593
86.266,0.939
86.278,1.006
86.289,1.322
86.301,1.173
86.312,-0.147
86.324,-0.289
86.335,-0.273
86.347,-0.092
86.359,-0.572
86.37,-0.339
86.382,-0.008
86.393,0.021
86.405,-0.009
86.416,-0.01
86.428,-0.034
86.44,0.07
86.451,0.038
86.463,0.435
86.474,0.412
86.486,0.69
86.497,0.721
86.509,0.054
86.521,0.316
86.532,0.661
86.544,1.02
86.555,1.38
86.567,0.861
86.59,-0.678
86.601,-0.761
86.613,-0.703
86.625,-0.524
86.636,-0.534
86.648,-0.349
86.659,-0.353
86.671,-0.034
86.682,0.077
86.694,0.024
86.706,-0.156
86.717,-0.299
86.729,-0.261
86.74,0.099
86.752,0.594
86.763,0.587
86.775,0.219
86.786,-0.652
86.798,-0.795
86.81,-0.766
86.821,-0.714
86.833,-0.699
86.844,-0.7
86.856,-0.461
86.867,-0.38
86.879,-0.155
86.89,0.115
86.902,0.55
86.914,0.609
86.925,1.675
86.937,1.075
86.948,0.249
86.96,-0.501
86.971,-0.621
86.983,-0.635
86.994,-0.619
87.006,-0.656
87.018,-0.662
87.029,-0.489
87.041,-0.317
87.052,0.08
87.064,0.035
87.075,0.327
87.087,0.041
87.098,-0.027
87.11,0.484
87.122,0.807
87.133,1.025
87.145,0.657
87.156,-0.341
87.168,-0.717
87.179,-0.823
87.191,-0.735
87.202,-0.669
87.214,-0.686
87.225,-0.621
87.237,-0.608
87.249,-0.316
87.26,-0.168
87.272,-0.042
87.283,0.077
87.295,0.345
87.306,0.561
87.318,0.686
87.329,1.309
87.341,1.971
87.352,2.446
87.364,1.217
87.376,-0.132
87.387,-0.161
87.399,-0.452
87.41,-0.517
87.422,-0.418
87.433,-0.492
87.445,-0.484
87.456,-0.53
87.468,-0.584
87.479,-0.563
87.491,-0.602
87.502,-0.499
87.514,-0.395
87.526,-0.335
87.537,-0.14
87.549,-0.146
87.56,0.082
87.572,0.362
87.583,0.35
87.595,0.57
87.606,0.858
87.618,0.523
87.629,0.538
87.641,0.846
87.652,1.371
87.664,1.198
87.676,0.238
87.687,-0.543
87.699,-0.701
87.71,-0.784
87.722,-0.717
87.733,-0.56
87.745,-0.403
87.756,-0.434
87.768,-0.345
87.779,-0.271
87.791,-0.267
87.802,-0.103
87.814,-0.299
87.826,-0.066
87.837,-0.058
87.849,-0.253
87.86,-0.215
87.872,-0.53
87.883,-0.739
87.895,-0.782
87.906,-0.712
87.918,-0.776
87.929,-0.811
87.941,-0.612
87.952,-0.533
87.964,-0.515
87.975,-0.449
87.987,-0.291
87.998,-0.257
88.01,0.308
88.022,0.953
88.033,0.498
88.045,-0.332
88.056,-0.253
88.068,-0.192
88.079,-0.273
88.091,-0.235
88.102,-0.061
88.114,-0.03
88.125,-0.029
88.137,0.144
88.148,0.167
88.16,0.13
88.171,0.348
88.183,-0.14
88.194,-0.335
88.206,-0.484
88.217,-0.542
88.229,-0.549
88.241,-0.606
88.252,-0.596
88.264,-0.618
88.275,-0.653
88.287,-0.435
88.298,0.18
88.31,0.006
88.321,0.238
88.333,0.371
88.344,0.513
88.356,0.092
88.367,-0.058
88.379,0.062
88.39,0.227
88.402,0.221
88.413,-0.438
88.425,-0.509
88.436,-0.595
88.448,-0.643
88.459,-0.587
88.471,-0.593
88.482,-0.584
88.494,-0.547
88.506,-0.451
88.517,-0.512
88.529,-0.303
88.54,-0.32
88.552,-0.021
88.563,-0.015
88.575,-0.047
88.586,0.041
88.598,-0.021
88.609,-0.083
88.621,0.052
88.632,-0.083
88.644,-0.337
88.655,-0.343
88.667,-0.386
88.678,-0.302
88.69,-0.248
88.701,-0.135
88.713,-0.022
88.724,-0.029
88.736,0.015
88.747,-0.091
88.759,0.043
88.77,0.004
88.782,-0.207
88.793,0.107
88.805,0.106
88.816,-0.015
88.828,0.006
88.839,0.096
88.851,0.231
88.862,0.607
88.874,1.028
88.885,1.133
88.897,1.523
88.908,1.734
88.92,-0.187
88.931,-0.465
88.943,-0.541
88.954,-0.64
88.966,-0.663
88.977,-0.688
88.989,-0.524
89.001,-0.346
89.012,-0.227
89.024,-0.34
89.035,-0.259
89.047,-0.343
89.058,-0.231
89.07,-0.232
89.081,-0.059
89.093,-0.194
89.104,-0.133
89.116,-0.283
89.127,-0.56
89.139,-0.649
89.15,-0.655
89.162,-0.622
89.173,-0.589
89.185,-0.609
89.196,-0.545
89.208,-0.595
89.219,-0.504
89.231,-0.535
89.242,-0.401
89.254,-0.417
89.265,-0.383
89.277,-0.401
89.288,-0.321
89.3,-0.337
89.311,-0.12
89.323,0.014
89.334,0.171
89.346,0.412
89.357,0.24
89.369,-0.268
89.38,-0.461
89.392,-0.437
89.403,-0.383
89.415,-0.247
89.426,-0.276
89.438,0.055
89.449,0.101
89.461,0.328
89.472,0.328
89.484,0.242
89.495,0.613
89.507,0.617
89.518,0.736
89.529,1.05
89.541,1.486
89.552,1.231
89.564,0.549
89.575,-0.222
89.587,-0.604
89.598,-0.483
89.61,-0.423
89.621,-0.498
89.633,-0.491
89.644,-0.4
89.656,-0.168
89.667,-0.071
89.679,-0.044
89.69,0.035
89.702,-0.057
89.713,0.053
89.725,0.052
89.736,0.103
89.748,-0.062
89.759,-0.423
89.771,-0.4
89.782,-0.602
89.794,-0.638
89.805,-0.674
89.817,-0.655
89.828,-0.593
89.84,-0.592
89.851,-0.549
89.863,-0.483
89.874,-0.416
89.886,-0.335
89.897,-0.089
89.909,-0.18
89.92,0.158
89.932,0.28
89.943,0.371
89.954,0.508
89.966,0.578
89.977,0.002
89.989,-0.484
90.0,-0.354
90.012,-0.442
90.023,-0.393
90.035,-0.406
90.046,-0.3
90.058,-0.098
90.069,0.216
90.081,0.53
90.092,0.582
90.104,0.702
90.115,0.522
90.127,0.259
90.138,0.77
90.15,0.456
90.161,0.803
90.173,0.879
90.184,0.979
90.196,1.259
90.207,0.849
90.219,-0.032
90.23,-0.44
90.241,-0.336
90.253,-0.167
90.264,0.074
90.276,0.014
90.287,0.014
90.299,0.036
90.31,0.074
90.322,-0.121
90.333,0.036
90.345,0.208
90.356,0.515
90.368,0.388
90.379,0.448
90.391,0.373
90.402,0.456
90.414,0.411
90.425,0.015
90.437,-0.171
90.448,-0.38
90.46,-0.393
90.471,-0.608
90.482,-0.628
90.494,-0.535
90.505,-0.458
90.517,-0.494
90.528,-0.386
90.54,-0.443
90.551,-0.29
90.563,0.048
90.574,0.234
90.586,0.285
90.597,0.283
90.609,0.559
90.62,1.264
90.632,1.235
90.643,1.55
90.655,2.189
90.666,2.272
90.677,1.125
90.689,0.136
90.7,-0.321
90.712,-0.575
90.723,-0.559
90.735,-0.581
90.746,-0.543
90.758,-0.483
90.769,-0.243
90.781,0.214
90.792,0.025
90.804,0.129
90.815,0.292
90.827,0.457
90.838,0.562
90.85,0.6
90.861,0.286
90.872,0.189
90.884,0.265
90.895,-0.063
90.907,-0.075
90.918,-0.403
90.93,-0.471
90.941,-0.479
90.953,-0.531
90.964,-0.503
90.976,-0.556
90.987,-0.474
90.998,-0.466
91.01,-0.467
91.021,-0.362
91.033,-0.25
91.044,-0.13
91.056,0.035
91.067,0.334
91.079,0.4
91.09,0.834
91.102,0.623
91.113,0.149
91.125,-0.271
91.136,0.021
91.147,-0.25
91.159,-0.25
91.17,-0.1
91.182,0.164
91.193,0.33
91.205,0.541
91.216,0.128
91.228,0.144
91.239,0.226
91.251,0.165
91.262,-0.024
91.273,-0.121
91.285,-0.369
91.296,-0.564
91.308,-0.55
91.319,-0.386
91.331,-0.342
91.342,-0.237
91.354,-0.155
91.365,0.032
91.377,0.219
91.388,0.182
91.399,0.256
91.411,0.271
91.422,0.046
91.434,0.27
91.445,0.795
91.457,0.952
91.468,0.951
91.48,0.731
91.491,0.541
91.502,0.38
91.514,-0.034
91.525,-0.019
91.537,-0.289
91.548,-0.462
91.56,-0.521
91.571,-0.476
91.583,-0.393
91.594,-0.227
91.606,-0.106
91.617,-0.127
91.628,-0.201
91.64,-0.125
91.651,-0.094
91.663,-0.048
91.674,-0.048
91.686,-0.033
91.697,-0.13
91.709,-0.288
91.72,-0.394
91.731,-0.448
91.743,-0.396
91.754,-0.23
91.766,-0.22
91.777,-0.097
91.789,0.348
91.8,0.739
91.812,0.671
91.823,0.904
91.834,1.076
91.846,0.723
91.857,0.161
91.869,0.108
91.88,0.093
91.892,0.115
91.903,0.099
91.915,0.129
91.926,-0.098
91.937,-0.205
91.949,-0.479
91.96,-0.529
91.972,-0.526
91.983,-0.471
91.995,-0.528
92.006,-0.546
92.017,-0.496
92.029,-0.422
92.04,-0.371
92.052,-0.401
92.063,-0.296
92.075,-0.183
92.086,-0.072
92.098,0.011
92.109,0.546
92.12,0.541
92.132,1.335
92.143,0.945
92.155,1.248
92.166,0.655
92.178,0.729
92.189,0.353
92.2,0.029
92.212,-0.106
92.223,-0.421
92.235,-0.354
92.246,-0.355
92.258,-0.242
92.269,-0.07
92.281,-0.069
92.292,-0.053
92.303,0.119
92.315,0.254
92.326,0.689
92.338,0.84
92.349,1.141
92.361,1.223
92.372,1.539
92.383,0.039
92.395,-0.372
92.406,-0.4
92.418,-0.359
92.429,-0.47
92.441,-0.515
92.452,-0.365
92.463,-0.246
92.475,-0.209
92.486,-0.126
92.498,0.152
92.509,0.512
92.52,0.61
92.532,0.821
92.555,1.069
92.566,0.74
92.578,0.584
92.589,0.42
92.601,0.105
92.612,-0.075
92.623,-0.045
92.635,-0.114
92.646,-0.213
92.658,-0.125
92.669,-0.18
92.681,-0.049
92.692,-0.195
92.703,0.056
92.715,0.225
92.726,0.191
92.738,0.226
92.749,0.075
92.761,0.209
92.772,-0.069
92.783,-0.263
92.795,-0.638
92.806,-0.786
92.818,-0.74
92.829,-0.715
92.84,-0.669
92.852,-0.683
92.863,-0.683
92.875,-0.655
92.886,-0.611
92.898,-0.582
92.909,-0.592
92.92,-0.429
92.932,-0.44
92.943,-0.384
92.955,-0.275
92.966,-0.259
92.977,-0.399
92.989,-0.576
93.0,-0.631
93.012,-0.68
93.023,-0.577
93.035,-0.684
93.046,-0.595
93.057,-0.686
93.069,-0.617
93.08,-0.623
93.092,-0.636
93.103,-0.635
93.114,-0.605
93.126,-0.568
93.137,-0.515
93.149,-0.296
93.16,-0.334
93.172,-0.418
93.183,-0.353
93.194,-0.267
93.206,-0.395
93.217,-0.302
93.229,-0.429
93.24,-0.523
93.251,-0.502
93.263,-0.511
93.274,-0.624
93.286,-0.731
93.297,-0.733
93.308,-0.729
93.32,-0.763
93.331,-0.797
93.343,-0.808
93.354,-0.698
93.366,-0.445
93.377,-0.529
93.388,-0.478
93.4,-0.464
93.411,-0.404
93.423,-0.255
93.434,-0.158
93.445,0.179
93.457,0.299
93.468,0.195
93.48,-0.105
93.491,-0.757
93.502,-0.703
93.514,-0.755
93.525,-0.768
93.537,-0.705
93.548,-0.746
93.559,-0.743
93.571,-0.615
93.582,-0.622
93.594,-0.539
93.605,-0.509
93.617,-0.487
93.628,-0.464
93.639,-0.539
93.651,-0.412
93.662,-0.277
93.674,-0.247
93.685,0.023
93.696,-0.352
93.708,-0.787
93.719,-0.735
93.731,-0.826
93.742,-0.775
93.753,-0.747
93.765,-0.726
93.776,-0.703
93.788,-0.754
93.799,-0.432
93.81,-0.139
93.822,-0.214
93.833,0.094
93.845,0.041
93.856,-0.161
93.867,-0.237
93.879,-0.027
93.89,0.078
93.902,0.16
93.913,0.152
93.924,0.272
93.936,0.264
93.947,0.107
93.959,-0.2
93.97,-0.176
93.981,-0.355
93.993,-0.519
94.004,-0.528
94.015,-0.595
94.027,-0.58
94.038,-0.715
94.05,-0.73
94.061,-0.767
94.072,-0.227
94.084,0.089
94.095,0.149
94.107,0.17
94.118,0.11
94.129,0.231
94.141,-0.055
94.152,0.072
94.164,-0.334
94.175,-0.088
94.186,-0.308
94.198,-0.572
94.209,-0.679
94.221,-0.621
94.232,-0.652
94.243,-0.585
94.255,-0.654
94.266,-0.504
94.278,-0.414
94.289,-0.369
94.3,-0.159
94.312,-0.023
94.323,0.055
94.335,0.507
94.346,0.915
94.357,1.029
94.369,1.173
94.38,0.492
94.391,-0.168
94.403,-0.618
94.414,-0.678
94.426,-0.672
94.437,-0.695
94.448,-0.689
94.46,-0.736
94.471,-0.782
94.483,-0.814
94.494,-0.778
94.505,-0.743
94.517,-0.707
94.528,-0.641
94.54,-0.312
94.551,-0.177
94.562,-0.311
94.574,-0.018
94.585,0.312
94.596,0.657
94.608,0.507
94.619,0.282
94.631,-0.063
94.642,-0.026
94.653,-0.138
94.665,-0.549
94.676,-0.652
94.688,-0.688
94.699,-0.806
94.71,-0.803
94.722,-0.817
94.733,-0.659
94.744,-0.615
94.756,-0.235
94.767,-0.004
94.779,-0.27
94.79,0.238
94.801,0.76
94.813,1.336
94.824,2.191
94.835,2.175
94.847,1.987
94.858,1.693
94.87,0.755
94.881,0.199
94.892,-0.154
94.904,-0.371
94.915,-0.656
94.926,-0.806
94.938,-0.723
94.949,-0.28
94.961,2.736
94.972,13.186
94.983,12.933
94.995,11.36
95.006,6.643
95.017,1.671
95.029,-0.142
95.04,-0.155
95.052,0.198
95.063,0.332
95.074,0.338
95.086,0.134
95.097,-0.018
95.108,-0.026
95.12,-0.476
95.131,-0.828
95.143,-0.902
95.154,-0.728
95.165,-0.217
95.177,-0.357
95.188,-0.303
95.199,-0.278
95.211,-0.035
95.222,0.284
95.234,-0.013
95.245,-0.076
95.256,-0.106
95.268,-0.152
95.279,-0.227
95.29,0.162
95.302,0.131
95.313,-0.238
95.325,-0.359
95.336,-0.594
95.347,-0.679
95.359,-0.757
95.37,-0.774
95.381,-0.849
95.393,-0.788
95.404,-0.785
95.416,-0.745
95.427,-0.772
95.438,-0.613
95.45,-0.311
95.461,-0.145
95.472,0.027
95.484,0.154
95.495,0.272
95.507,0.556
95.518,0.623
95.529,0.915
95.541,1.147
95.552,0.974
95.563,1.154
95.575,0.877
95.586,0.464
95.597,0.105
95.609,-0.007
95.62,-0.434
95.632,-0.673
95.643,-0.643
95.654,-0.793
95.666,-0.83
95.677,-0.782
95.688,-0.247
95.7,0.057
95.711,-0.206
95.722,0.049
95.734,0.042
95.745,0.011
95.757,0.506
95.768,0.431
95.779,1.022
95.791,1.59
95.802,2.083
95.813,3.497
95.825,3.051
95.836,2.575
95.847,1.568
95.859,1.995
95.87,1.281
95.881,1.341
95.893,1.034
95.904,0.929
95.915,0.404
95.927,-0.091
95.938,-0.338
95.95,-0.488
95.961,-0.676
95.972,-0.668
95.984,-0.714
95.995,-0.534
96.006,-0.422
96.018,0.515
96.029,1.107
96.04,1.946
96.052,3.288
96.063,6.264
96.074,6.78
96.086,2.261
96.097,0.958
96.109,0.788
96.12,0.632
96.131,0.784
96.143,1.529
96.154,1.233
96.165,1.742
96.177,1.217
96.188,1.135
96.199,-0.035
96.211,-0.012
96.222,0.071
96.233,0.026
96.245,-0.461
96.256,-0.424
96.268,-0.379
96.279,-0.259
96.29,-0.296
96.302,-0.167
96.313,-0.188
96.324,-0.315
96.336,-0.052
96.347,0.382
96.358,0.328
96.37,0.214
96.381,0.512
96.392,0.015
96.404,-0.624
96.415,-0.828
96.426,-0.858
96.438,-0.829
96.449,-0.896
96.46,-0.903
96.472,-0.88
96.483,-0.797
96.495,-0.534
96.506,-0.316
96.517,-0.233
96.529,-0.217
96.54,-0.074
96.551,0.249
96.563,0.427
96.574,0.596
96.585,0.72
96.597,0.837
96.608,0.69
96.619,-0.597
96.631,-0.924
96.642,-0.914
96.653,-0.881
96.665,-0.958
96.676,-0.908
96.687,-0.945
96.699,-0.877
96.71,-0.682
96.721,-0.734
96.733,-0.681
96.744,-0.643
96.755,-0.477
96.767,-0.326
96.778,-0.107
96.789,-0.256
96.801,-0.308
96.812,-0.398
96.823,-0.293
96.835,-0.309
96.846,-0.371
96.858,-0.525
96.869,-0.476
96.88,-0.495
96.892,-0.507
96.903,-0.391
96.914,-0.349
96.926,-0.194
96.937,-0.105
96.948,0.137
96.96,-0.154
96.971,-0.423
96.982,-0.077
96.994,-0.316
97.005,-0.254
97.016,0.009
97.028,0.078
97.039,0.273
97.05,0.266
97.062,0.026
97.073,0.206
97.084,-0.005
97.096,0.167
97.107,-0.096
97.118,-0.074
97.13,-0.03
97.141,-0.338
97.152,-0.661
97.164,-0.864
97.175,-0.751
97.186,-0.742
97.198,-0.469
97.209,-0.586
97.22,-0.575
97.232,-0.483
97.243,-0.482
97.254,-0.4
97.266,-0.513
